,Record Type,VIN,Registration Class,City,State,Zip,County,Model Year,Make,Body Type,Fuel Type,Unladen Weight,Maximum Gross Weight,Passengers,Reg Valid Date,Reg Expiration Date,Color,Scofflaw Indicator,Suspension Indicator,Revocation Indicator
323858,VEH,5YJ3E1EA4JF076264,PAS,LONG ISLAND CI,NY,11101,QUEENS,2018.0,TESLA,4DSD,ELECTRIC,3865.0,,,03/25/2023,01/26/2025,WH,N,N,N
323859,VEH,5YJ3E1EA4JF070299,PAS,FLUSHING,NY,11358,QUEENS,2018.0,TESLA,4DSD,ELECTRIC,3805.0,,,02/02/2024,02/01/2026,BK,N,N,N
323860,VEH,5YJ3E1EA4JF062834,PAS,BRONX,NY,10463,BRONX,2018.0,TESLA,4DSD,ELECTRIC,3865.0,,,04/16/2024,03/06/2026,BK,N,N,N
323867,VEH,5YJ3E1EA4JF052370,PAS,NEW YORK,NY,10024,NEW YORK,2018.0,TESLA,4DSD,ELECTRIC,3865.0,,,09/09/2024,09/08/2026,BK,N,N,N
323870,VEH,5YJ3E1EA4JF046777,PAS,COLLEGE POINT,NY,11356,QUEENS,2018.0,TESLA,4DSD,ELECTRIC,3865.0,,,09/09/2024,10/08/2026,BK,N,N,N
323874,VEH,5YJ3E1EA4JF038615,PAS,ELMHURST,NY,11373,QUEENS,2018.0,TESLA,4DSD,ELECTRIC,3865.0,,,09/07/2023,10/06/2025,GY,N,N,N
323879,VEH,5YJ3E1EA4JF032653,PAS,BRONX,NY,10470,BRONX,2018.0,TESLA,4DSD,ELECTRIC,3838.0,,,04/22/2024,04/26/2026,BL,N,N,N
323882,VEH,5YJ3E1EA4JF031146,PAS,WHITESTONE,NY,11357,QUEENS,2018.0,TESLA,4DSD,ELECTRIC,3865.0,,,05/06/2024,06/27/2026,RD,N,N,N
323884,VEH,5YJ3E1EA4JF028019,PAS,STATEN ISLAND,NY,10309,RICHMOND,2018.0,TESLA,4DSD,ELECTRIC,4072.0,,,06/14/2024,04/10/2025,GY,N,N,N
323898,VEH,5YJ3E1EA4JF017764,PAS,QUEENS VILLAGE,NY,11428,QUEENS,2018.0,TESLA,4DSD,ELECTRIC,3865.0,,,05/17/2024,05/15/2026,GY,N,N,N
323920,VEH,5YJ3E1EA3SF882677,PAS,BROOKLYN,NY,11235,KINGS,2025.0,TESLA,4DSD,ELECTRIC,3847.0,,,11/08/2024,11/07/2026,WH,N,N,N
323923,VEH,5YJ3E1EA3SF878743,PAS,NEW YORK,NY,10036,NEW YORK,2025.0,TESLA,4DSD,ELECTRIC,3847.0,,,10/28/2024,10/27/2026,GY,N,N,N
323925,VEH,5YJ3E1EA3SF878497,PAS,NEW YORK CITY,NY,10016,NEW YORK,2025.0,TESLA,4DSD,ELECTRIC,3847.0,,,11/01/2024,11/17/2026,GY,N,N,N
323933,VEH,5YJ3E1EA3RF870040,PAS,ELMHURST,NY,11373,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3847.0,,,10/10/2024,10/09/2026,WH,N,N,N
323937,VEH,5YJ3E1EA3RF867963,PAS,STATEN ISLAND,NY,10306,RICHMOND,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,10/18/2024,10/17/2026,BK,N,N,N
323941,VEH,5YJ3E1EA3RF860608,PAS,BROOKLYN,NY,11218,KINGS,2024.0,TESLA,4DSD,ELECTRIC,3847.0,,,10/08/2024,03/14/2026,GY,N,N,N
323952,VEH,5YJ3E1EA3RF856753,PAS,LITTLE NECK,NY,11362,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3847.0,,,09/21/2024,09/20/2026,GY,N,N,N
323955,VEH,5YJ3E1EA3RF855666,PAS,BROOKLYN,NY,11224,KINGS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,09/20/2024,01/14/2026,GY,N,N,N
323956,VEH,5YJ3E1EA3RF855313,PAS,BROOKLYN,NY,11229,KINGS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,09/24/2024,09/23/2026,GY,N,N,N
323960,VEH,5YJ3E1EA3RF853738,PAS,BROOKLYN,NY,11233,KINGS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,09/27/2024,06/23/2025,BL,N,N,N
323967,VEH,5YJ3E1EA3RF834462,PAS,STATEN ISLAND,NY,10310,RICHMOND,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,09/16/2024,11/29/2026,RD,N,N,N
323974,VEH,5YJ3E1EA3RF828533,PAS,JAMAICA,NY,11435,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,08/20/2024,08/19/2026,BL,N,N,N
323975,VEH,5YJ3E1EA3RF827575,PAS,STATEN ISLAND,NY,10301,RICHMOND,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,08/06/2024,08/05/2026,WH,N,N,N
323978,VEH,5YJ3E1EA3RF825793,PAS,JAMAICA,NY,11432,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3847.0,,,09/07/2024,09/06/2026,WH,N,N,N
323980,VEH,5YJ3E1EA3RF824594,PAS,HOWARD BEACH,NY,11414,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,08/17/2024,09/14/2025,WH,N,N,N
323995,VEH,5YJ3E1EA3RF774103,PAS,STATEN ISLAND,NY,10302,RICHMOND,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,08/01/2024,07/31/2026,GY,N,N,N
323996,VEH,5YJ3E1EA3RF774053,PAS,BROOKLYN,NY,11229,KINGS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,06/21/2024,06/17/2025,GY,N,N,N
324005,VEH,5YJ3E1EA3RF772156,PAS,WHITESTONE,NY,11357,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,07/10/2024,07/09/2026,GY,N,N,N
324008,VEH,5YJ3E1EA3RF771301,PAS,BAYSIDE,NY,11361,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,06/30/2024,06/29/2026,GY,N,N,N
324009,VEH,5YJ3E1EA3RF770729,PAS,FLUSHING,NY,11358,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,09/04/2024,08/01/2026,GY,N,N,N
324014,VEH,5YJ3E1EA3RF770102,PAS,SOUTH OZONE PK,NY,11420,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,07/05/2024,07/04/2026,GY,N,N,N
324016,VEH,5YJ3E1EA3RF769516,PAS,FOREST HILLS,NY,11375,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,05/31/2024,05/30/2026,GY,N,N,N
324017,VEH,5YJ3E1EA3RF769502,PAS,HOLLIS,NY,11423,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,06/17/2024,06/16/2026,BL,N,N,N
324026,VEH,5YJ3E1EA3RF766437,PAS,BROOKLYN,NY,11201,KINGS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,07/19/2024,07/18/2026,BL,N,N,N
324031,VEH,5YJ3E1EA3RF765353,PAS,STATEN ISLAND,NY,10306,RICHMOND,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,06/04/2024,06/03/2026,GY,N,N,N
324038,VEH,5YJ3E1EA3RF762923,PAS,BROOKLYN,NY,11210,KINGS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,05/15/2024,05/14/2026,GY,N,N,N
324061,VEH,5YJ3E1EA3RF743093,PAS,NEW YORK,NY,10011,NEW YORK,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,05/29/2024,05/28/2026,GY,N,N,N
324064,VEH,5YJ3E1EA3RF740615,PAS,NEW YORK,NY,10036,NEW YORK,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,04/19/2024,04/18/2026,GY,N,N,N
324066,VEH,5YJ3E1EA3RF740355,PAS,BELLEROSE,NY,11426,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,04/11/2024,01/18/2025,RD,N,N,N
324067,VEH,5YJ3E1EA3RF739934,PAS,BRONX,NY,10461,BRONX,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,06/02/2024,06/01/2026,GY,N,N,N
324081,VEH,5YJ3E1EA3RF733017,PAS,ST ALBANS,NY,11412,QUEENS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,03/28/2024,03/27/2026,RD,N,N,N
324086,VEH,5YJ3E1EA3RF731249,PAS,STATEN ISLAND,NY,10312,RICHMOND,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,04/04/2024,10/05/2025,BK,N,N,N
324088,VEH,5YJ3E1EA3RF730134,PAS,STATEN ISLAND,NY,10310,RICHMOND,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,03/23/2024,03/22/2026,GY,N,N,N
324091,VEH,5YJ3E1EA3RF728142,PAS,BROOKLYN,NY,11205,KINGS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,03/20/2024,04/27/2025,GY,N,N,N
324092,VEH,5YJ3E1EA3RF727024,PAS,STATEN ISLAND,NY,10306,RICHMOND,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,03/09/2024,03/08/2026,BK,N,N,N
324095,VEH,5YJ3E1EA3RF725581,PAS,BROOKLYN,NY,11223,KINGS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,03/17/2024,03/29/2025,BK,N,N,N
324099,VEH,5YJ3E1EA3RF722289,PAS,STATEN ISLAND,NY,10305,RICHMOND,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,03/09/2024,03/08/2026,GY,N,N,N
324106,VEH,5YJ3E1EA3RF718713,PAS,BROOKLYN,NY,11230,KINGS,2024.0,TESLA,4DSD,ELECTRIC,3863.0,,,02/20/2024,02/19/2026,GY,N,N,N
324109,VEH,5YJ3E1EA3RF717304,PAS,BROOKLYN,NY,11201,KINGS,2024.0,TESLA,4DSD,ELECTRIC,3891.0,,,09/19/2024,09/18/2026,GY,N,N,N
324118,VEH,5YJ3E1EA3PF704744,PAS,FLUSHING,NY,11355,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/21/2023,12/20/2025,GY,N,N,N
324122,VEH,5YJ3E1EA3PF702248,PAS,REGO PARK,NY,11374,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/17/2023,12/01/2024,GY,N,N,N
324129,VEH,5YJ3E1EA3PF700208,PAS,NEW YORK CITY,NY,10017,NEW YORK,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/23/2023,12/22/2025,BL,N,N,N
324131,VEH,5YJ3E1EA3PF699707,PAS,STATEN ISLAND,NY,10308,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/21/2023,12/20/2025,BK,N,N,N
324132,VEH,5YJ3E1EA3PF699643,PAS,BROOKLYN,NY,11203,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/30/2023,12/29/2025,GY,N,N,N
324134,VEH,5YJ3E1EA3PF699500,PAS,OZONE PARK,NY,11416,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,02/23/2024,12/29/2025,GY,N,N,N
324136,VEH,5YJ3E1EA3PF699013,PAS,BROOKLYN,NY,11214,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/21/2023,12/20/2025,GY,N,N,N
324142,VEH,5YJ3E1EA3PF694135,PAS,JAMAICA,NY,11432,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/27/2023,12/26/2025,GY,N,N,N
324144,VEH,5YJ3E1EA3PF693292,PAS,BROOKLYN,NY,11249,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/15/2023,12/14/2025,BL,N,N,N
324146,VEH,5YJ3E1EA3PF693048,PAS,ELMHURST,NY,11373,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/28/2023,12/27/2025,GY,N,N,N
324150,VEH,5YJ3E1EA3PF691803,PAS,BROOKLYN,NY,11234,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/16/2023,05/05/2025,GY,N,N,N
324151,VEH,5YJ3E1EA3PF691056,PAS,BROOKLYN,NY,11231,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/31/2023,12/30/2025,BK,N,N,N
324154,VEH,5YJ3E1EA3PF689453,PAS,FLUSHING,NY,11355,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/20/2023,12/19/2025,BK,N,N,N
324157,VEH,5YJ3E1EA3PF688514,PAS,STATEN ISLAND,NY,10304,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/23/2023,12/22/2025,BK,N,N,N
324167,VEH,5YJ3E1EA3PF685337,PAS,BAYSIDE,NY,11361,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/16/2023,12/15/2025,GY,N,N,N
324174,VEH,5YJ3E1EA3PF682485,PAS,WHITESTONE,NY,11357,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,02/05/2024,12/21/2025,GY,N,N,N
324180,VEH,5YJ3E1EA3PF681546,PAS,BROOKLYN,NY,11230,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,09/20/2024,09/29/2026,GY,N,N,N
324193,VEH,5YJ3E1EA3PF679912,PAS,ASTORIA,NY,11106,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/12/2023,12/11/2025,GY,N,Y,N
324197,VEH,5YJ3E1EA3PF679604,PAS,STATEN ISLAND,NY,10308,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,11/30/2023,11/29/2025,BL,N,N,N
324214,VEH,5YJ3E1EA3PF675665,PAS,BRONX,NY,10465,BRONX,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,11/09/2023,11/08/2025,GY,N,N,N
324223,VEH,5YJ3E1EA3PF671695,PAS,WHITESTONE,NY,11357,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,02/05/2024,12/14/2025,GY,N,N,N
324231,VEH,5YJ3E1EA3PF669848,PAS,FLUSHING,NY,11367,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,10/29/2023,10/28/2025,GY,N,N,N
324234,VEH,5YJ3E1EA3PF668280,PAS,STATEN ISLAND,NY,10314,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,10/23/2023,10/22/2025,WH,N,N,N
324239,VEH,5YJ3E1EA3PF667341,PAS,BROOKLYN,NY,11230,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,10/25/2023,10/24/2025,GY,N,N,N
324244,VEH,5YJ3E1EA3PF663547,PAS,RICHMOND HILL,NY,11418,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,10/15/2023,10/14/2025,GY,N,N,N
324260,VEH,5YJ3E1EA3PF656274,PAS,BRONX,NY,10463,BRONX,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,10/06/2023,10/05/2025,WH,N,N,N
324261,VEH,5YJ3E1EA3PF656064,PAS,BRONX,NY,10460,BRONX,2023.0,TESLA,4DSD,ELECTRIC,3862.0,,,11/05/2024,11/04/2026,BL,N,N,N
324262,VEH,5YJ3E1EA3PF655917,PAS,STATEN ISLAND,NY,10314,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,4048.0,,,09/28/2023,09/27/2025,WH,N,N,N
324264,VEH,5YJ3E1EA3PF654640,PAS,STATEN ISLAND,NY,10305,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,11/24/2023,10/12/2025,BK,N,N,N
324267,VEH,5YJ3E1EA3PF653987,PAS,NEW YORK,NY,10023,NEW YORK,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,09/27/2023,09/26/2025,GY,N,N,N
324272,VEH,5YJ3E1EA3PF652225,PAS,BROOKLYN,NY,11210,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,09/20/2023,09/19/2025,WH,N,N,N
324274,VEH,5YJ3E1EA3PF651169,PAS,STATEN ISLAND,NY,10304,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,09/30/2023,09/29/2025,GY,N,N,N
324277,VEH,5YJ3E1EA3PF650779,PAS,STATEN ISLAND,NY,10305,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,09/25/2023,09/24/2025,BK,N,N,N
324284,VEH,5YJ3E1EA3PF648711,PAS,BROOKLYN,NY,11223,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,09/15/2023,09/14/2025,GY,N,N,N
324285,VEH,5YJ3E1EA3PF648532,PAS,BROOKLYN,NY,11223,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,03/20/2024,09/19/2025,BK,N,N,N
324289,VEH,5YJ3E1EA3PF645694,PAS,NEW YORK,NY,10005,NEW YORK,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,09/30/2024,08/20/2026,GY,N,N,N
324292,VEH,5YJ3E1EA3PF643878,PAS,NEW YORK CITY,NY,10033,NEW YORK,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,09/13/2023,09/12/2025,WH,N,N,N
324300,VEH,5YJ3E1EA3PF642035,PAS,NEW YORK CITY,NY,10009,NEW YORK,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,07/28/2024,08/18/2026,WH,N,N,N
324311,VEH,5YJ3E1EA3PF638762,PAS,STATEN ISLAND,NY,10304,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,10/21/2024,11/04/2026,GY,N,N,N
324315,VEH,5YJ3E1EA3PF627423,PAS,WHITESTONE,NY,11357,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,08/15/2023,08/14/2025,GY,N,N,N
324318,VEH,5YJ3E1EA3PF625056,PAS,NEW YORK,NY,10003,NEW YORK,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,08/16/2023,08/15/2025,BK,N,N,N
324322,VEH,5YJ3E1EA3PF621430,PAS,LONG ISLAND CI,NY,11109,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,07/28/2023,07/27/2025,WH,N,N,N
324323,VEH,5YJ3E1EA3PF620987,PAS,LONG ISLAND CI,NY,11101,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,07/10/2024,07/09/2026,GY,N,N,N
324327,VEH,5YJ3E1EA3PF618205,PAS,BROOKLYN,NY,11229,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,10/24/2023,07/31/2025,BK,Y,N,N
324328,VEH,5YJ3E1EA3PF617068,PAS,ELMHURST,NY,11373,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,07/27/2023,07/26/2025,GY,N,N,N
324330,VEH,5YJ3E1EA3PF615434,PAS,BRONX,NY,10473,BRONX,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,12/27/2023,12/26/2025,GY,N,N,N
324332,VEH,5YJ3E1EA3PF614025,PAS,BRONX,NY,10465,BRONX,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,07/20/2023,07/19/2025,GY,N,N,N
324339,VEH,5YJ3E1EA3PF610072,PAS,ELMHURST,NY,11373,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,4694.0,,,07/24/2023,07/23/2025,WH,N,N,N
324345,VEH,5YJ3E1EA3PF604594,PAS,JAMAICA,NY,11432,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,4694.0,,,06/30/2023,06/29/2025,WH,N,N,N
324350,VEH,5YJ3E1EA3PF595606,PAS,STATEN ISLAND,NY,10308,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,07/20/2023,06/16/2025,BL,N,N,N
324352,VEH,5YJ3E1EA3PF594696,PAS,BROOKLYN,NY,11228,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,06/18/2023,06/17/2025,WH,N,N,N
324358,VEH,5YJ3E1EA3PF587134,PAS,NEW YORK,NY,10022,NEW YORK,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,11/11/2024,01/31/2027,BK,N,N,N
324359,VEH,5YJ3E1EA3PF587019,PAS,BROOKLYN,NY,11234,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,06/07/2023,06/06/2025,GY,N,N,N
324364,VEH,5YJ3E1EA3PF581012,PAS,BROOKLYN,NY,11209,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,07/12/2023,07/11/2025,GY,N,N,N
324366,VEH,5YJ3E1EA3PF578871,PAS,STATEN ISLAND,NY,10304,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,06/24/2023,06/23/2025,BL,N,N,N
324368,VEH,5YJ3E1EA3PF577364,PAS,STATEN ISLAND,NY,10309,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,06/10/2023,06/09/2025,WH,N,N,N
324376,VEH,5YJ3E1EA3PF575095,PAS,NEW YORK,NY,10029,NEW YORK,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,08/02/2023,06/28/2025,WH,N,N,N
324383,VEH,5YJ3E1EA3PF573363,PAS,WOODSIDE,NY,11377,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,05/19/2023,05/18/2025,WH,N,N,N
324388,VEH,5YJ3E1EA3PF571239,PAS,BAYSIDE,NY,11364,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,06/07/2023,06/06/2025,BK,N,N,N
324389,VEH,5YJ3E1EA3PF570625,PAS,BROOKLYN,NY,11229,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,05/19/2023,05/18/2025,WH,N,N,N
324390,VEH,5YJ3E1EA3PF570320,PAS,NEW YORK,NY,10033,NEW YORK,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,06/09/2023,06/08/2025,WH,N,Y,N
324391,VEH,5YJ3E1EA3PF570091,PAS,BROOKLYN,NY,11217,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,06/16/2023,06/15/2025,GY,N,N,N
324393,VEH,5YJ3E1EA3PF569586,PAS,BROOKLYN,NY,11209,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,06/08/2023,06/07/2025,GY,N,N,N
324398,VEH,5YJ3E1EA3PF568387,PAS,STATEN ISLAND,NY,10301,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,06/11/2023,06/10/2025,WH,N,N,N
324399,VEH,5YJ3E1EA3PF567580,PAS,NEW YORK,NY,10027,NEW YORK,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,05/15/2023,05/14/2025,BK,N,N,N
324401,VEH,5YJ3E1EA3PF567367,PAS,BROOKLYN,NY,11207,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,07/06/2023,06/05/2025,WH,N,N,N
324403,VEH,5YJ3E1EA3PF566283,PAS,LONGISLANDCITY,NY,11109,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,05/16/2023,05/15/2025,WH,N,N,N
324404,VEH,5YJ3E1EA3PF565652,PAS,STATEN ISLAND,NY,10314,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,11/17/2023,12/14/2025,GY,N,N,N
324407,VEH,5YJ3E1EA3PF564145,PAS,RIDGEWOOD,NY,11385,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,4019.0,,,11/22/2024,01/17/2027,GY,N,N,N
324419,VEH,5YJ3E1EA3PF558197,PAS,FLUSHING,NY,11358,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,05/15/2023,05/14/2025,WH,N,N,N
324424,VEH,5YJ3E1EA3PF557356,PAS,BROOKLYN,NY,11229,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,04/30/2023,04/29/2025,WH,N,N,N
324430,VEH,5YJ3E1EA3PF555641,PAS,HOLLIS,NY,11423,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,06/05/2023,04/22/2025,WH,N,N,N
324432,VEH,5YJ3E1EA3PF555266,PAS,BROOKLYN,NY,11230,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,06/14/2023,06/13/2025,GY,N,N,N
324451,VEH,5YJ3E1EA3PF544722,PAS,BROOKLYN,NY,11223,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,08/18/2024,08/18/2026,WH,N,N,N
324454,VEH,5YJ3E1EA3PF543666,PAS,BROOKLYN,NY,11208,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,04/08/2023,04/07/2025,WH,N,Y,N
324462,VEH,5YJ3E1EA3PF511784,PAS,NEW YORK,NY,10023,NEW YORK,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,03/31/2023,03/30/2025,BK,N,N,N
324474,VEH,5YJ3E1EA3PF509209,PAS,EAST ELMHURST,NY,11369,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,03/31/2023,03/30/2025,GY,N,N,N
324479,VEH,5YJ3E1EA3PF508559,PAS,FLUSHING,NY,11358,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,03/28/2023,03/27/2025,WH,N,N,N
324481,VEH,5YJ3E1EA3PF507637,PAS,BROOKLYN,NY,11234,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,05/17/2023,03/29/2025,WH,N,N,N
324484,VEH,5YJ3E1EA3PF504429,PAS,BROOKLYN,NY,11223,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,03/22/2023,03/21/2025,WH,N,N,N
324485,VEH,5YJ3E1EA3PF502969,PAS,STATEN ISLAND,NY,10312,RICHMOND,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,03/17/2023,03/16/2025,BK,N,N,N
324486,VEH,5YJ3E1EA3PF502597,PAS,BAYSIDE,NY,11360,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,03/18/2023,03/17/2025,WH,N,N,N
324492,VEH,5YJ3E1EA3PF496753,PAS,WHITESTONE,NY,11357,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,04/14/2023,03/08/2025,GY,N,N,N
324495,VEH,5YJ3E1EA3PF495277,PAS,GLEN OAKS,NY,11004,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,03/07/2023,03/06/2025,BK,N,N,N
324503,VEH,5YJ3E1EA3PF490421,PAS,QUEENS VILLAGE,NY,11429,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,02/23/2023,02/22/2025,WH,N,N,N
324517,VEH,5YJ3E1EA3PF486773,PAS,KEW GARDENS,NY,11415,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,02/26/2023,02/25/2025,WH,N,N,N
324537,VEH,5YJ3E1EA3PF477104,PAS,BROOKLYN,NY,11229,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,11/26/2024,02/20/2027,WH,N,N,N
324546,VEH,5YJ3E1EA3PF473294,PAS,BROOKLYN,NY,11223,KINGS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,02/07/2023,02/06/2025,GY,N,N,N
324550,VEH,5YJ3E1EA3PF468290,PAS,NEW YORK,NY,10002,NEW YORK,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,02/03/2023,02/02/2025,WH,N,N,N
324555,VEH,5YJ3E1EA3PF466782,PAS,BAYSIDE,NY,11361,QUEENS,2023.0,TESLA,4DSD,ELECTRIC,3863.0,,,11/26/2024,01/26/2027,BL,N,N,N
